acct_ref,cust_ref,has_dependents,tenure_mo,home_phone,multi_line,internet_plan,add_on_security,add_on_backup,add_on_protection,tech_support_std,stream_tv,stream_movies,contract_term,e_bill_opt_in,pay_method,monthly_fee,total_billed,left_flag,fiscal_qtr,gender,age_years,is_married,dependents_count,referred_friend,referrals_count,recent_offer,avg_long_dist_fee,internet_tech,avg_gb_download,premium_support,stream_music,unlimited_data_opt,refunds_total,extra_data_fees_total,long_dist_fees_total
ACCT418538,CUST53277744,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),80.3,4513.65,No,Q3,Female,56,Yes,0,Yes,9,Offer B,4.24,Fiber Optic,15,No,No,Yes,0,0,237.44
ACCT551287,CUST24813016,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.35,1423.85,No,Q3,Female,31,No,0,No,0,Offer B,38.62,NA,0,No,No,No,0,0,2239.96
ACCT945474,CUST69344755,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.25,555.4,No,Q3,Female,30,Yes,3,Yes,9,Offer D,25.98,NA,0,No,No,No,0,0,571.56
ACCT489104,CUST36156545,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.1,225.55,No,Q3,Female,27,Yes,2,Yes,10,Offer D,18.57,NA,0,No,No,No,0,0,185.7
ACCT344166,CUST68452717,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20,268.45,No,Q3,Male,23,No,0,No,0,Offer D,1.61,NA,0,No,No,No,0,0,20.93
ACCT499920,CUST72038699,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70,2416.1,Yes,Q3,Female,61,No,0,No,0,Offer C,4.66,Fiber Optic,21,No,No,Yes,11,0,158.44
ACCT952402,CUST86417566,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,424.45,Yes,Q3,Female,65,No,0,No,0,Offer E,49.5,Fiber Optic,23,No,Yes,Yes,0,0,198
ACCT838053,CUST52430682,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.7,1492.1,No,Q3,Male,19,Yes,0,Yes,1,Offer A,21.72,NA,0,No,No,No,0,0,1563.84
ACCT988916,CUST22139552,No,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.3,132.4,No,Q3,Male,21,No,0,No,0,NA,23.52,DSL,48,Yes,Yes,Yes,0,0,47.04
ACCT673019,CUST46896141,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,660.9,Yes,Q3,Female,46,No,0,No,0,Offer E,48.36,Fiber Optic,15,No,Yes,Yes,34.29,0,338.52
ACCT239433,CUST67189869,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1893.95,Yes,Q3,Male,75,Yes,0,Yes,1,NA,10.6,Fiber Optic,23,No,No,Yes,0,0,286.2
ACCT968463,CUST47863343,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.55,284.9,No,Q3,Male,42,Yes,1,Yes,1,NA,37.23,Fiber Optic,23,No,No,Yes,0,0,148.92
ACCT778061,CUST12835219,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,784.25,No,Q3,Female,28,No,0,No,0,NA,26.49,NA,0,No,No,No,0,0,980.13
ACCT903073,CUST38373438,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.1,1612.75,Yes,Q3,Female,33,No,0,No,0,NA,34.21,Fiber Optic,19,Yes,Yes,Yes,48.26,0,615.78
ACCT756204,CUST98818331,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,119.75,Yes,Q3,Female,26,No,0,No,0,NA,30.73,Fiber Optic,39,No,Yes,Yes,0,0,61.46
ACCT910994,CUST34171182,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,Yes,Q3,Male,39,Yes,0,Yes,1,Offer C,33.57,Fiber Optic,26,No,Yes,No,35.82,110,1074.24
ACCT359862,CUST64313900,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.75,485.2,No,Q3,Male,69,Yes,0,Yes,2,NA,45.83,NA,0,No,No,No,37.64,0,1054.09
ACCT325494,CUST75806851,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,160.85,No,Q3,Male,20,No,0,No,0,NA,17.42,DSL,59,No,No,Yes,0,0,52.26
ACCT375980,CUST28963368,Yes,71,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,58.65,4145.25,No,Q3,Female,31,Yes,0,Yes,3,Offer A,0,Cable,8,Yes,Yes,Yes,0,0,0
ACCT703038,CUST52638772,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,Yes,Q3,Male,53,Yes,0,Yes,1,NA,2.86,DSL,22,No,Yes,Yes,15.73,0,51.48
ACCT956755,CUST47026946,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),53.65,696.35,Yes,Q3,Male,27,Yes,0,Yes,1,NA,27.82,DSL,26,No,Yes,Yes,0,0,333.84
ACCT603719,CUST57796977,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.1,5585.4,No,Q3,Male,36,Yes,0,Yes,5,Offer A,10.97,DSL,20,Yes,Yes,Yes,0,0,778.87
ACCT327089,CUST90550079,No,4,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.05,162.45,No,Q3,Male,33,No,0,No,0,NA,0,DSL,13,Yes,Yes,Yes,0,0,0
ACCT578701,CUST99940319,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,470.2,No,Q3,Female,33,No,0,No,0,Offer D,13.98,NA,0,No,No,No,0,0,321.54
ACCT656502,CUST64063583,Yes,39,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,2066,No,Q3,Female,59,Yes,2,Yes,3,NA,15.06,DSL,11,No,No,Yes,0,0,587.34
ACCT327544,CUST30339029,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.35,1426.45,No,Q3,Male,27,Yes,0,Yes,1,NA,33.63,DSL,48,Yes,No,No,0,30,941.64
ACCT247861,CUST82221868,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.7,392.5,No,Q3,Female,73,No,0,No,0,Offer E,14.22,Fiber Optic,4,No,No,Yes,41.2,0,71.1
ACCT164465,CUST93946921,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,3861.45,No,Q3,Female,67,Yes,0,Yes,5,NA,40.85,Fiber Optic,24,No,No,Yes,12.19,0,1838.25
ACCT248539,CUST59899228,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.35,2552.9,No,Q3,Male,62,No,0,No,0,NA,28.84,Fiber Optic,25,No,No,Yes,0,0,1067.08
ACCT236280,CUST10706527,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110,6668.35,No,Q3,Female,69,Yes,0,Yes,2,NA,24.62,Fiber Optic,30,Yes,No,Yes,0,0,1477.2
ACCT806949,CUST29012140,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,819.4,Yes,Q3,Male,75,No,0,No,0,Offer E,40.45,Fiber Optic,29,No,No,Yes,0,0,323.6
ACCT424601,CUST56318962,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),94.9,4615.25,No,Q3,Female,30,No,0,No,0,Offer B,40.25,Fiber Optic,69,No,No,Yes,0,0,1891.75
ACCT960040,CUST44480799,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.3,273.75,Yes,Q3,Female,68,Yes,0,Yes,1,Offer E,25.77,Fiber Optic,2,Yes,No,Yes,0,0,77.31
ACCT125362,CUST38461452,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.7,No,Q3,Female,39,Yes,3,Yes,8,Offer B,10.21,Fiber Optic,23,No,No,Yes,0,0,510.5
ACCT599766,CUST92192898,Yes,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,No,Q3,Male,30,Yes,2,Yes,1,NA,13.55,Cable,59,Yes,Yes,No,0,140,365.85
ACCT189499,CUST44341186,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.1,729.95,Yes,Q3,Female,71,No,0,No,0,Offer E,42.93,Fiber Optic,9,No,No,Yes,0,0,343.44
ACCT728550,CUST46639710,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.65,1416.75,No,Q3,Female,49,Yes,0,Yes,4,NA,8.91,NA,0,No,No,No,0,0,552.42
ACCT237829,CUST64212244,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.85,5924.4,No,Q3,Female,25,Yes,0,Yes,4,Offer A,6.23,DSL,58,Yes,Yes,Yes,0,0,442.33
ACCT955290,CUST21887001,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,1697.7,No,Q3,Male,39,No,0,No,0,Offer A,49.13,NA,0,No,No,No,0,0,3242.58
ACCT798168,CUST82383259,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,No,Q3,Male,61,Yes,1,Yes,5,Offer A,32.59,Fiber Optic,24,Yes,Yes,Yes,0,0,2216.12
ACCT766465,CUST95357234,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,No,Q3,Female,47,No,0,No,0,Offer D,0,DSL,27,No,Yes,Yes,0,0,0
ACCT162544,CUST16775633,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.9,4557.5,No,Q3,Male,37,Yes,0,Yes,3,NA,46.18,Fiber Optic,24,No,Yes,Yes,0,0,2586.08
ACCT427738,CUST64231330,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,3013.05,Yes,Q3,Male,44,Yes,0,Yes,1,NA,35.61,Fiber Optic,13,No,No,No,9.36,40,1353.18
ACCT778169,CUST59167200,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,Yes,Q3,Male,74,No,0,No,0,NA,11.31,Fiber Optic,24,No,No,Yes,0,0,158.34
ACCT130547,CUST30666401,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.3,360.35,No,Q3,Female,56,No,0,No,0,Offer D,44.05,NA,0,No,No,No,0,0,704.8
ACCT629761,CUST53281122,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,1046.5,No,Q3,Female,60,Yes,2,No,0,Offer D,23,Fiber Optic,17,No,No,Yes,0,0,322
ACCT194711,CUST15110421,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,Yes,Q3,Male,37,Yes,0,Yes,1,NA,5.99,Fiber Optic,5,No,No,Yes,19.67,0,191.68
ACCT169126,CUST21898947,No,8,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,447.75,No,Q3,Female,37,No,0,No,0,NA,42.78,DSL,27,Yes,No,Yes,0,0,342.24
ACCT257271,CUST33088547,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,No,Q3,Female,29,Yes,2,Yes,8,NA,5.25,Fiber Optic,59,No,Yes,Yes,0,0,225.75
ACCT503735,CUST27701915,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74,3877.65,No,Q3,Female,31,No,0,No,0,NA,21.38,Cable,21,Yes,No,Yes,0,0,1111.76
ACCT562979,CUST72606397,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,152.3,No,Q3,Male,35,No,0,No,0,NA,28.19,Cable,21,Yes,No,Yes,0,0,84.57
ACCT529031,CUST99438960,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.8,572.2,No,Q3,Male,42,No,0,No,0,NA,46.12,NA,0,No,No,No,0,0,1337.48
ACCT674207,CUST67373346,No,12,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,526.95,Yes,Q3,Male,77,No,0,No,0,NA,0,DSL,10,Yes,No,Yes,0,0,0
ACCT751638,CUST21751433,Yes,16,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.5,552.7,No,Q3,Female,48,Yes,3,Yes,1,Offer D,0,Cable,53,No,Yes,No,0,80,0
ACCT146345,CUST49840687,No,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,80.75,3208.65,No,Q3,Female,41,No,0,No,0,NA,33.83,DSL,19,Yes,Yes,Yes,0,0,1353.2
ACCT682692,CUST52914795,No,5,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,Yes,Q3,Female,55,No,0,No,0,Offer E,0,DSL,2,No,Yes,Yes,39.27,0,0
ACCT923756,CUST61394058,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,Yes,Q3,Male,58,Yes,0,Yes,1,Offer B,16.33,Fiber Optic,23,No,Yes,Yes,41.85,0,653.2
ACCT422066,CUST70054802,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,620.75,No,Q3,Female,47,No,0,No,0,NA,41.33,NA,0,No,No,No,0,0,1487.88
ACCT189399,CUST25595934,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80,412.5,Yes,Q3,Female,26,No,0,No,0,Offer E,43.99,Fiber Optic,42,No,Yes,No,40,10,219.95
ACCT358868,CUST10957663,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,Yes,Q3,Male,49,Yes,0,Yes,1,Offer E,8.86,Fiber Optic,23,No,Yes,Yes,0,0,17.72
ACCT304879,CUST81674412,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,Yes,Q3,Male,21,No,0,No,0,NA,38.69,Cable,69,Yes,Yes,Yes,4.73,0,889.87
ACCT999021,CUST78762150,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,505.9,No,Q3,Male,49,Yes,0,Yes,10,NA,45.28,NA,0,No,No,No,0,0,1177.28
ACCT762964,CUST54041764,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.4,8046.85,No,Q3,Female,80,Yes,0,Yes,5,Offer A,15.23,Fiber Optic,2,No,No,Yes,0,0,1096.56
ACCT944368,CUST44476552,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,No,Q3,Female,33,Yes,0,Yes,6,NA,40.67,DSL,7,Yes,No,Yes,0,0,1382.78
ACCT264764,CUST33858137,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,612.95,No,Q3,Male,32,No,0,No,0,Offer D,7.65,DSL,17,Yes,No,Yes,0,0,76.5
ACCT624009,CUST87317841,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.7,795.15,No,Q3,Female,52,No,0,No,0,NA,27.68,DSL,26,Yes,No,No,0,100,387.52
ACCT238963,CUST76397600,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,Yes,Q3,Female,64,No,0,No,0,NA,3.55,Fiber Optic,4,No,No,Yes,27.38,0,81.65
ACCT534335,CUST69236754,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,Yes,Q3,Male,54,Yes,0,Yes,1,Offer B,20.48,Fiber Optic,22,No,Yes,Yes,14.24,0,1003.52
ACCT147301,CUST90988576,No,20,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54,1055.9,No,Q3,Male,68,No,0,No,0,NA,22.31,DSL,21,Yes,No,Yes,0,0,446.2
ACCT640991,CUST44327746,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,Yes,Q3,Female,46,No,0,No,0,NA,26.44,Fiber Optic,24,No,No,Yes,0,0,52.88
ACCT223026,CUST86963908,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,91.1,Yes,Q3,Female,42,No,0,No,0,Offer E,14.7,DSL,13,No,No,No,0,40,29.4
ACCT512477,CUST91274912,No,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,No,Q3,Male,62,No,0,No,0,NA,0,DSL,19,Yes,Yes,Yes,0,0,0
ACCT439559,CUST64874832,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713,Yes,Q3,Male,32,No,0,No,0,Offer E,9.25,Fiber Optic,29,No,Yes,Yes,0,0,64.75
ACCT888045,CUST54782538,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,No,Q3,Female,35,Yes,5,Yes,2,NA,48.07,Fiber Optic,53,Yes,Yes,Yes,0,0,2836.13
ACCT329256,CUST61655426,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.5,1497.9,No,Q3,Female,44,Yes,0,Yes,9,NA,36.45,NA,0,No,No,No,9.22,0,2114.1
ACCT304678,CUST81370104,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,Yes,Q3,Female,23,No,0,No,0,Offer B,21.56,Fiber Optic,59,Yes,Yes,Yes,0,0,883.96
ACCT167263,CUST75938935,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,200.2,No,Q3,Female,61,Yes,2,Yes,3,NA,1.67,Fiber Optic,19,No,No,Yes,33.8,0,5.01
ACCT528244,CUST21171547,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,614.45,No,Q3,Male,50,No,0,No,0,NA,14.91,NA,0,No,No,No,9.73,0,477.12
ACCT895078,CUST50041396,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,No,Q3,Male,74,Yes,0,Yes,6,NA,4.2,Fiber Optic,22,No,No,Yes,0,0,193.2
ACCT192243,CUST37088304,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,NA,No,Q3,Male,39,Yes,1,Yes,5,NA,22.83,NA,0,No,No,No,0,0,228.3
ACCT539225,CUST68510866,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,Yes,Q3,Male,51,No,0,No,0,Offer E,17.33,Fiber Optic,14,No,Yes,Yes,0,0,34.66
ACCT726397,CUST26608601,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,1012.4,No,Q3,Female,41,Yes,0,No,0,NA,8.25,NA,0,No,No,No,46.07,0,429
ACCT554643,CUST59584336,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,Yes,Q3,Female,68,No,0,No,0,NA,3.96,Fiber Optic,27,No,No,Yes,0,0,43.56
ACCT140514,CUST63134320,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,No,Q3,Male,53,No,0,No,0,NA,6.2,Fiber Optic,25,Yes,No,No,47.87,150,198.4
ACCT898877,CUST48458529,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Yes,Q3,Male,74,Yes,0,Yes,1,NA,28.18,Cable,16,No,No,Yes,0,0,479.06
ACCT588634,CUST63188945,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,No,Q3,Female,35,No,0,No,0,NA,13.04,Fiber Optic,16,No,No,Yes,39.99,0,208.64
ACCT781704,CUST84447648,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),107.45,5680.9,No,Q3,Female,62,No,0,No,0,NA,7.54,Fiber Optic,6,No,Yes,Yes,14.76,0,384.54
ACCT322956,CUST57148198,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.95,4523.25,No,Q3,Male,24,Yes,0,Yes,1,Offer A,1.63,DSL,41,Yes,No,Yes,42.89,0,114.1
ACCT311159,CUST76265647,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,100.45,7159.7,No,Q3,Female,25,Yes,2,Yes,4,Offer A,32.16,Fiber Optic,59,Yes,Yes,Yes,16.12,0,2283.36
ACCT981295,CUST74471297,Yes,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.5,2839.95,No,Q3,Male,28,Yes,0,Yes,4,NA,13.58,DSL,51,No,No,Yes,38.37,0,556.78
ACCT272909,CUST11279368,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,No,Q3,Male,49,No,0,No,0,NA,5.93,Fiber Optic,19,No,No,No,0,60,5.93
ACCT796227,CUST56489569,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.1,No,Q3,Female,38,Yes,0,Yes,4,NA,12.16,DSL,9,Yes,Yes,Yes,47.36,0,85.12
ACCT199403,CUST16104336,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55,6038.55,No,Q3,Male,60,Yes,1,Yes,10,Offer A,18.29,Fiber Optic,11,Yes,No,Yes,33.76,0,1225.43
ACCT177850,CUST11367049,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,259.4,No,Q3,Male,38,Yes,1,Yes,3,NA,18.97,Cable,12,Yes,No,Yes,0,0,94.85
ACCT860444,CUST62149048,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.8,324.15,No,Q3,Male,53,No,3,No,0,NA,32.54,NA,0,No,No,No,12.8,0,488.1
ACCT110297,CUST67102911,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20,417.65,No,Q3,Female,21,Yes,3,Yes,4,NA,38.6,NA,0,No,No,No,9.73,0,772
ACCT224228,CUST74033702,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.15,168.15,Yes,Q3,Male,21,Yes,0,Yes,1,Offer E,29.29,Cable,52,No,Yes,Yes,0,0,87.87
ACCT373648,CUST83880953,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,5637.85,No,Q3,Male,50,Yes,3,Yes,9,NA,7.25,Fiber Optic,57,Yes,Yes,Yes,23.01,0,391.5
ACCT756404,CUST76837749,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,No,Q3,Male,32,No,0,No,0,NA,48.41,NA,0,No,No,No,12.16,0,2033.22
ACCT744325,CUST23647926,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,No,Q3,Female,24,Yes,0,Yes,3,NA,6.78,Fiber Optic,59,No,Yes,Yes,0,0,61.02
ACCT511018,CUST49096043,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.45,6253,No,Q3,Female,24,No,0,No,0,NA,37.76,Fiber Optic,48,No,Yes,Yes,0,0,2378.88
ACCT290073,CUST25708254,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1641.8,No,Q3,Female,57,Yes,0,Yes,10,Offer A,39.78,NA,0,No,No,No,45.75,0,2744.82
ACCT527215,CUST11562292,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.6,1678.05,No,Q3,Female,24,No,0,No,0,Offer A,36.5,NA,0,No,No,No,28.42,0,2518.5
ACCT670036,CUST39104001,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,No,Q3,Male,38,No,0,No,0,Offer B,0,DSL,25,No,No,Yes,38.46,0,0
ACCT917008,CUST20481557,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,Yes,Q3,Female,59,No,0,No,0,Offer E,39.68,Fiber Optic,18,Yes,Yes,Yes,0,0,158.72
ACCT576116,CUST58859508,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.85,6293.45,No,Q3,Female,69,No,0,No,0,Offer A,37.39,DSL,22,Yes,No,No,0,140,2654.69
